id,email,review,date
133,lisa.williams@hotmail.com,"Scariestshadiest grocery store experience in my life. Hubby and I pulled in only to see a few cars down, people selling who-knows-what out of their car trunk. Also this is the only Giant Eagle tht gives you a really hard time if you ever forget your advantage card and give your phone no instead (it works at the other ones just fine). Then we leave by waiting for a really dazedswaying woman to finish wandering around back and forth in front of us, and pass by a drive-by fat cash exchange (drugs) on our way out of the parking lot. We are definitely scared to return, and will never need grapes (or any other groceries) so desperately again.",2024-03-24 20:02:22
206,sarahjones@outlook.com,"I recently visited this facility visiting Charlotte, NC. One note, I'm not sure why they have this 301 S. College st. address unless it's for mailing purposes only, because they is nothing that a new, unfamiliar visitor can use knowing this address that will help you find this Bat Cave. The address on the outside of the building says something TOTALLY different, and unrelated to '301' 'College' or 'St'. But, after calling the staff help me via telephone to find their location. I was very impressed with the facility and its cleanliness. All cardio equipment has there own cleaning spray and towels, which is very convenient, in that you don't have to walk all around trying to find out where the cleaning materials are located. I also took the Body Pump class with Sue M. and another young lady. The class was great and I'd suggest others to take it as well.Also, I got a chance to watch the Zumba class (instructor by Ms. B (*I can't remember her name at the moment))..but it looked very entertaining to say the least.Great job to the staff I'll definitely recommend this facility and will consider returning to it on my next Charlotte, NC visit.",2024-03-25 01:27:28
90,emily348@protonmail.com,Don't believe their posted hours. We got there 30 min before closing and we're sent away. Very annoying.,2024-03-25 07:59:27
290,michael.martinez20@protonmail.com,"The name says it all folks - you'd have to be ""coo-coo"" to eat at this hole in the wall diner. The service was dismal - the ladies behind the counter could barely muster up a smile and a perfunctory greeting between the two of them. The food (breakfast) was just not right. The eggs were rubbery, the bacon definitely NOT applewood-smoked as stated on their website's menu, the croissants were sad & stale, and the butter was actually margarine with a cloying taste. We all agreed that everything just tasted ""strange"". I love diners, especially mom-and-pop establishments, but there are bound to be hit and misses. This was definitely a miss.",2024-03-26 13:10:14
284,robert754@yahoo.com,"I went to the Grill Friday night with two of my girlfriends. We sat outside on the beautiful patio overlooking the golf course. There were several other people dining outside- the patio has been remodeled with new furniture, a bar and even televisions outside- so relaxing! There is a new gastropub-style menu so my friends and I got a bottle of wine and decided to try a little of everything. We had the truffle deviled eggs, cheese plate, duck confit tacos, ahi tuna, duck fat grilled cheese and kiltlifter fish and chips- everything was delicious and perfect for sharing! The wasabi crusted ahi was my favorite, but there are so many other things on the menu that I can't wait to go back and try. Staff was really friendly and attentive. Amazing menu and one of the best patios in Scottsdale!",2024-03-27 01:45:30
269,sarah.martinez@gmail.com,"I was not expecting this place to be great but I was surprised! The food was delicious, the staff was fabtastic.  They made a special night even better for my group.  From the decor to the yummy food, it was a delight to dine here!",2024-03-29 02:39:16
267,michael.martinez20@protonmail.com,"I am giving this restaurant 0 stars.  I don't want anyone else wasting their money at this establishment. Here goes:My fellow students and I had organized a fundraiser to be held at R.M. We were raffling off some of our artwork and had ordered a substantial amount of food because we were expecting 50+ guests. Around 8:30pm, there was an AWFUL stench that filled the bar area, followed by a watery mist that began to fall from the ceiling along the west wall of tables. There were a number of people sitting in this area (myself included), who were covered in this putrid water (I had to go home and shower!!!). The food we ordered which was on a nearby table, was also covered. I alerted the manager who said to me ""It must be our pipes again."" Again This has happened to other customers The manager then called the fire department in to inspect the pipes running along the ceiling, while our guests (those who were left) crowded awkwardly around the bar.  The manager took no action in remedying the situation. Our food was NOT replaced, and the water on the tables and chairs was NOT wiped up, so that the guests could resume sitting. The artwork that was hanging on the wall was also damaged by the water, and was NOT compensated for. Radio Maria had quoted us for the cost of food prior to the event, but when we received our bill, it was over twice what they had quoted. Worse yet, the manager only refunded us the cost of one cheese plate. Thanks. You're swell.  This matter is still not resolved as the owners of Radio Maria seem to think they owe us nothing. I disagree, and until we receive just compensation, I will not be returning and hope you don't either.",2024-03-29 13:41:50
244,michaelrodriguez@protonmail.com,"I'm a HUGE fan of the combination bulgogi plate.  Chicken, pork, beef...all on one plate.  I'm getting hungry for some right now.  Too bad I'm two hours away...*sigh*",2024-03-29 18:05:06
97,lisa520@yahoo.com,"Oh Radio Maria, how I wish we could be in love.Radio Maria is like the girl your friends try to set you up with.  You hear how beautiful, how wonderful she is.  Then you meet her, only to find out she bites her fingernails during dinner.This restaurant has all the makings of a high class experience.  It has a pretty bar with house-infused liquor.  (I especially love the ginger vodka.)  There is a large tapas menu, a full service restaurant, and even a hostess!However, that's where the magical journy ends.  You enter the restaurant only to be told to wait.  You may, if you're like me, point out all of the empty tables and ask ""why can't I sit there""  ""Well,"" says the snooty hostess, ""those are reserved.""  Really  You have half of your restaurant empty and those are all reserved  Ok, I'll bite.  Yes, we'll be happy to sit at the bar and have a drink and wait for ""about 15 minutes.""At the bar, we order two delicious drinks.  They're made well, even though it took a little longer than it should considering there were three people behind the bar.  We decided to ask for the tapas menu so we'd be ready to order.  Sure, I don't mind that this one has food spilled on it.  After about 20 minutes of staring at the menu, not having any contact with the bartenders and certainly not seeing our promised table, we left, paying only for the expensive, but tasty, drinks.Will we go back  Well....no.",2024-04-02 23:47:33
235,michaeldavis@outlook.com,"I go here all the time. The owners are sweet. There's a good mix of reggae, soca, old school r&b and today's hits:-)",2024-04-03 10:08:55
67,john.martinez99@outlook.com,This place is awful dont waste your money go somewhere else. delivery took almost two hours and pizza was cold. Not to mention my order was wrong. I used to work here many years ago i hate to see this franchise go down the toilet. DO NOT ORDER FROM HERE!!!!!!!!,2024-04-05 05:27:56
40,jamesbrown@outlook.com,"Amazing cupcakes. If i don't want as much frosting i can just take it off. I love all the different flavors and even cheesecake,cookies, and pies! You can also get a full size cake!",2024-04-07 14:29:39
25,lisa.williams@outlook.com,"GREAT hodge podge of antiques...everywhere you look in here, there's a new treasure to behold!  Lots of interesting and unique booths so there's something for everyone.  Love this place!!!",2024-04-09 13:03:59
119,sarahjones@hotmail.com,Free seaming hot tea. Love the crispy beef. Very large portions. Best chinese food out there.,2024-04-11 10:07:37
48,robert.johnson63@outlook.com,"Denny's + a local dive bar = The Ole Brass RailThis place is nasty dog. Only had 1 beer here, but the poor ventilation left me smelling like greasy hash browns.  Was misled by the sign that indicated that this was a sports bar.   It's not, it's a sketchy dive bar in a sketchy area that for some reason specializes in breakfast food.  If you eat anything here, say your prayers before and after you eat.",2024-04-11 23:49:48
171,egarcia@gmail.com,My favorite is the chicken katsu. Just like back home with one scoop rice and authentic mac salad. The cooks and servers are always friendly and the food only takes as long to be made to order. Great portions alway have one order for lunch and dinner.,2024-04-12 09:38:04
190,ebrown@hotmail.com,"My girlfriend and I spent a lot of time reading reviews and calling around various locations in the valley. We went with Scuba Views after weighing the cost, convenience and quality. We were definitely not disappointed. Everyone at the shop was always very nice and they worked above and beyond with our busy schedules to make sure that we were certified in time for a cruise we had planned. Everything went very smoothly and Bill worked hard to alleviate various concerns we had as the course progressed and made sure we were completely prepared at the end. I was a little skeptical about getting certified in the desert, but was impressed by Lake Mead (even if my expectations were a little low to begin with). If you are looking for a place to learn to dive in Las Vegas, Scuba Views is a terrific choice.",2024-04-14 22:45:12
105,david.garcia38@protonmail.com,Extremely friendly and courteous manager.  Offers 25% discounts to first time customers.,2024-04-16 08:23:16
150,james475@hotmail.com,"Every time I convince a beautiful Russian woman to go out on a date with me I bring'em here, and we always have a great time.the cusine is actually authentic, and the service is always prompt.  My broken Russian helps a bit I think (I try to pretend that they aren't laughing at me).They serve a really good Borscht with an authentic bread cap, and the Shashlyk is to die for.Get ready to drink as they often shove vodka on you for free.Nasdarovia!!",2024-04-17 08:31:31
254,sarahjones@outlook.com,"I went to Radio Maria for lunch on my birthday with my parents, who drove in from out of town. It turned out to be the worst dinning experience I have ever had. Our waiter William ignored us during the entire time. He completely forgot our appetizer.  When I tried to ask about it with the other servers they ignored me as well. the appetizer finally came after we were done with our meals and our waiter did not even bother to apologize. The food was horrible. My mothers mahi mahi was the driest piece of fish I have ever seen. The portions were extremely small. The ""sea food plate"", a $12 lunch entree, came with ONE scallop, THREE tiny shrimps and a piece of dried up fish smaller than the size of two quarters. We were all so hungry after the meal we had to go to another restaurant for more food. When I mentioned my poor experience with the manager on duty, he started to make excuses and argue with me. He didn't even bother to apologize. Bad food, bad service. I will never return to this restaurant again. Not for lunch, not for dinner, not for drinks, not for salsa, not for anything. I will tell all my friends to avoid going there for get togethers from now on.",2024-04-19 00:44:58
41,robert228@outlook.com,"I've been a member for over 2 years now. At first, I loved the change from the usual local gym. The instructors were awesome! They were happy and amazing. However the past 6 months or so, the studio has lost it's appeal. And the soap in the bathrooms. Wth, isn't that a health code violation! The signs that are up asking for tips to keep the instructors are also tacky. Too bad too. This was a perfect location and atmosphere.",2024-04-20 09:02:04
262,david.martinez@gmail.com,"When my well traveled cousin came to visit in Madison before departing for the Peace Corps (2 years in rural Guatemala) I scrambled to find a dining experience ethnic enough for her tastes.   I actually heard a lot about this place and since I didn't know what Peruvian was, I took that to mean it would more than suffice.  I used to dine at this location quite frequently as a freshman when it was a hole in the wall Chinese restaurant, so I was amazed at how the interior was turned around.  We had dinner here and the candle light bounced warmly off the yummy mango colored walls.  We were led to a cozy corner of the restaurant and was greeted by an attentive server.  Not sure what to order, we asked his opinion and discovered his thorough knowledge of the menu.  I ended up ordering the lamb while my cousin opted for the seafood dish and a chicken cheese dish.  We ate how we were raised--sharing en trees--and I found each plate to be delectable.  The lamb was so succulent, each bite so rich and hearty my mouth watered for more.  The seafood dish (which was recommended) was done to perfection--shrimp plump and juicy, King Crab legs already cut.  My favorite was the chicken dish which had an interesting cheese crumb outside layer.  The sides made out from corn were rich in flavor.  Overall this was quite an interesting dining experience.  I've been having pangs for the chicken and surprisingly the lamb ever since.  Though I'm not familiar with Peruvian cuisine, my taste buds tell me this is as true as it gets!",2024-04-26 18:24:00
114,emma.martinez@yahoo.com,"Finally open: A Waterloo location of the poutine restaurant empire that is sweeping across the nation to call our own.  That would be Smoke's Poutinerie.  I was there on opening day and back again to scope it out some more!For those not in the know: What Is Poutine  Well, the classic French-Canadian dish has fries, topped with gravy and cheese curds.This Traditional poutine is available here at Smoke's for purists, but the chain's claim to fame is giving poutine the rock-star treatment by variations to the standard poutine with a number of delicious toppings that take the dish from merely stratospheric to out-of-this-world.As an example, take my favourite option: The Country Style poutine which piles on chicken, bacon, mushrooms & caramelized onions as tasty toppings on the fresh-cut fries from Smoke's own potatoes and specialty gravy.  First it's salty and there's the squeaky cheese curds, then you get the smokiness from the bacon, then again you get a hit of sweetness from the caramelized onions.  In the end you have bite-after bite of poutine goodness.Not a sit down place, the take-out service here was fast and friendly, with a bit of a wait each time... even though it has just recently started, this location already has a lot of fans!",2024-04-26 22:58:58
261,emily328@yahoo.com,"Awful service; took us 2 and a half hours to get our food and the waiter forgot several items (then added a few beers we didn't order on to our tab; I'm assuming because he thought we were too drunk to notice.) Then we find out that after we had nicely split the tab for them (even adding in an extra $10 on top of the grat because we were too lazy to re-do the math) that they wouldn't split the check In the time we argued about it, you could have run the 3 credit cards we had and been done with it.Had to argue with the manager (who was completely unhelpful, with one of the waiters standing behind her and being rude to me for backup) for 10 minutes and they didn't give us an inch. I would have stiffed the waiter for the awful service if I could have; but we got gratted so I didn't even have that option.If you want to come here with more than 3 people, avoid D's. Their beer is severely overpriced ($10 for a beer I can get at Sharp Edge for $6 no thanks!) and the food is the same fried garbage covered in cheese you can get at any other bar in Pittsburgh.In other words, don't come here. I used to like this place, but tonight was such a bad experience I'll just go to one of the other places in Pittsburgh that serves hot dogs, french fries and beer. There are plenty of them, I won't miss D's at all.",2024-04-27 21:53:22
81,john.martinez99@outlook.com,"I have been a member for over two years. I used to be in love with this place and go practice religiously but now things have definitely changed....for the worst! Most instructors that I love have quit or been let go in the recent months due to their pays being cut or other personal issues with the owner King, showers are disgusting and never any soap now, there are tacky hand written signs to tip instructors $2-$3 per class, the schedule is definitely not what it is used to be. The owner has been greedy and selfish & careless towards his staff and especially the members that paid to attend! My contract ends in a couple months....and I will NOT renew. I have recommend this place to so many friends and co-workers & absolutely regret it. I feel terrible for all the people who I refereed that purchased year contracts!!! It WAS an amazing place :(",2024-04-29 15:35:19
77,lmiller@protonmail.com,"Disgusting food, everything was Gross! Do not eat here! Two hours after being polite and actually eating some of the Jager Schnitzel I was Vomiting! I would give this place a negative star rating if possible.",2024-04-30 18:59:04
274,jamesbrown@outlook.com,"Interesting the reviews here are less than stellar already. I would normally not review a chain retail store, but the service I received today just really got my blood boiling.I will state, as I always do in these types of situations, that I have worked many years in retail. I know what you're supposed to do. I know the ways I've displayed exemplary service and I know the ways I've slacked off. I get it, I really do.So I'm in the store early. Hardly any people in there. Weird for the Semi-Annual Sale time of year. Usually it doesn't matter what time you're there during the sale, it's always busy. I went through my usual bins and picked up a mess of undies and bras. Since no one was at the check out counter and I needed a spot to go through things, I set them down and started to try and chat with the sales chick. I actually always like to do this, just to shoot the breeze, but also to get their opinions on items I'm buying. The girl behind the counter was having non of this though.I asked her about a bra and she said she didn't know about that one, but said it should work. I understand, you can't try them all. But the thing that really irked me was that she was definitely not hiding her annoyance at me setting down my things on the counter. I even looked back to make sure there were no people checking out behind me. Ghost town. Tumbleweed rolled by. No one.So I'm going through my stuff and separating what I want and don't want and she's sighing and grabbing things saying ""Soooo, you DON'T want these"" Um, I'm not asking you to help me sort things. I'm not holding up a line. I'm just trying to not spend $$$ on an accidental XS pair of undies that got mixed in! After that, it's not exactly what she said, but how she acted. I have never felt more uncomfortable in a retail store before. I ended up grabbing my discards and putting them back myself (which I really don't mind doing, but after she huffed and puffed, I didn't even want to deal with her). The thing is, I was nice the entire time. I don't expect you to sit there and be sugary sweet either. Just do what you were hired to do. Be nice and sell some bras. If you come to work in a bad mood, the real world is not going to give you a hug. Suck it up and do your job or work where you don't have to talk to anyone else ever.",2024-05-02 04:16:28
197,sarahjones@outlook.com,This is the worst pizza store in Charlotte. I have ordered from this location three times and they have never gotten my order correct. Ever. As the other reviewers noted the management is horrible and rude. Don't waste your money.,2024-05-04 03:30:53
140,jamesbrown@outlook.com,"Shut up and take my money.What a gem! DELICIOUS coal-grilled kafta wrapssandwiches for $5.50! Wonderful selection of salads and all the delights any vegetarian, pescatarian, omnivore and carnivore could desire. Great and friendly staff. Rating Scale:1 Star: Avoid the town in which this place is located just to be safe.  2 Star: With so many great places to choose from, why risk this one3 Star: I'll try it again or consume here in a pinch.4 Star: I go here regularly if financially andor calorically feasible.5 Star: I look forward to taking my wife or friends here.",2024-05-04 07:32:38
33,robert393@yahoo.com,"I spend lots of money on food, ethnic food specifically cause I am a great cook.  If I go out to eat its gonna be wings or something from another country.  This was a long time favorite but I'd say in the last year this place has changed and they have lost me as a regular customer.  The food is ok, but way overpriced and the portions are pretty sad.  Not sure if people know that a 2lbs of couscous cost about $3.00 and it cooks up to enough to feed a family of 4.  So what they are charging for this dish is wayyy off.  I know they use a lot of different spices but none that isn't readily available in America.",2024-05-06 00:51:39
72,ewilliams@gmail.com,"Nothing stays the same! My dad always told me that but with the pub it really went down. As loyal customers for years we came to get our favorite dishes, smoked Salmon trio, across the pond steak dinner, and shepherds pie. Only to find the menu changed because the dishes ""were too labor intensive and the other ones were a matter of numbers"" even though before the steak special was always sold out! Now they have sandwiches and lots of mexican dishes, who wants their new menu items black bean soup, tacos and dirty rice ect.  at a pub Compared to exquisite authentic pub dinners that are not nearly as good. The shepherds pie had raw extremely pink ground lamb that was inedible! Needless to say we will not go back, they still have a great bar selection but don't go for dinner! All good things truly do come to an end...especially for Pipers Pub.",2024-05-06 04:11:10
193,emily238@hotmail.com,"Life is a Cabaret, old chum.....You may come out singing ""life is a cabernet savignon"" after throwing back a couple here because, yay, you can drink and eat and eat and drink!I encourage anyone who loves musical theater (or anyone who just likes to eat and drink in a fun environment) to give this place a try!  It's one of my favorite venue's to see a show because it's a whole experience.  There's not a bad seat in the house because it only holds about 200 tables.  Plus they have VIP seating in the front, which provides you with some comfy sofa's to sit on.I'm very excited to see a new caterer come in since the companion restaurant closed next door.  I wasn't too thrilled with the food selections...I really don't know how you make Pizza bad...but they somehow did.  I loved The Big Bang and I Love You, You're Perfect, Now Change.  They honestly do a fantastic job casting the shows.  I have my own personal favorites, it's my own personal fan club of one!Keep in mind there's discounts if you work for certain corporations, you're a student or you come a in group.  Everyone loves a discount!  Go see something so you can stop singing the same Cabaret lyrics over and over again every time you think of the place!",2024-05-06 08:46:42
96,jmiller@hotmail.com,"These are the best crepes I've had in Pittsburgh and several other big cities (D.C., Phila., Chicago).  The guy who makes the crepes is a true expert and watching him whip up dozens of crepes is so much fun! I get the egg and cheese crepe with added mushrooms and order with the garlic oil base.  They serve all of the savory crepes with a tiny side salad with mandarin orange slices.  Although it's small, its really a nice addition and the dressing is so good I dip my crepe in it.",2024-05-07 12:22:11
78,lisa808@outlook.com,"We just ate there on a Friday night and the whole experience was a disaster. Rude, unfriendly, just a miserable male server. Drinks were lousy , service was lousy, food just o.k., nothing to write home about, and at 9:00 on a Friday night they were putting chairs on the tables and vacuuming, hinting it was time for us to leave. The whole experince was horrible... and the bill was outrageous.  Save your money and Go somewhere else!!!!",2024-05-07 16:56:25
116,orodriguez@outlook.com,"Worst gelato I've had. The salted caramel tasted overly salty and no caramel flavor. The almond snickers had great potential but again, no flavor and more icy than I like. Won't be back.",2024-05-09 16:19:31
167,lisa520@yahoo.com,"We decided to check out this place for a drink or 2 while waiting for Bianco.  Eh...the inside was so hot..they couldn't find the remotes to the ceiling fans, (really). My husband got a draft beet and I went with bottled, both were room temp. We gave them another chance or ordered another round, both were warm again.  The limes for my beer were crusty and gross.  I didn't even want to think about eating here if they can't keep the beer cold what is the cooler likeNext time we are waiting at Bianco we will stay at Bar Bianco where the keep the beer cold!",2024-05-10 00:09:37
295,olivia.martinez@hotmail.com,"My family and I love this place. Happened to be there for the aquarium guided tour, and was impressed by how knowledgeable and friendly our guide was. She definitely knew how to keep the kids involved and had the patience to handle their fidgeting and questions. All of the exhibits are fun and interesting, but the people make the place special.",2024-05-10 09:34:15
23,john.martinez99@outlook.com,"I was pretty excited when I saw a Pita Pit in the parking lot on Power and Ray. I used to go to the one on mill during my ASU days, so I was all but forced by my inner will to forego Chipotle for Pita Pit.Maybe it was because it's Labor Day, but the lights were super dim, the two girls were sitting down eating, and if I didn't know better, the place looked closed.The food was okay. It was pre cooked meat. The girl didn't know how to make my sandwich, I had to tell her what goes on it. I just don't remember the one on Mill being this bad...In general, I may give it another shot, but I won't skip my Chipotle fix again.",2024-05-12 13:58:14
64,emmamartinez@outlook.com,"Bodrick's is neighborhood BBQ Joint with great food and packed into a small space! Great service, great BBQ, Wings,Sides, and desert! One of the best Mac and Cheese cook's in the southeast! Not much to look at on the outside, but lot's to brag on on the inside!",2024-05-12 16:53:46
172,michael.martinez20@protonmail.com,"My boyfriend, a beer-brewing novice, and I stopped in here to pick up some supplies. The salespeople here are incredibly knowledgeable and friendly, and talked us through the whole process, leaving us with contact info and the assurance that we could call any time we needed help along the way. While I can't really speak to the fairness of the prices, I would for sure recommend a stop in here for anyone looking to learn more about the brewing process. They carry supplies for wine brewing as well.",2024-05-15 08:46:05
275,james420@gmail.com,An often overlooked gem in the heart of Pittsburghs most beautiful neighborhood.The Frick is essentially 5 small sights in one. The grounds.  Nice 5 acre area that is well maintained giving a park like atmosphere.The greenhouse. Lovely little greenhouse you can walk through.The car museum is neat but currently closed for 18 months.  An early electric and steam car are the highlights.  Lots of olds rolls royces.The cafe. Food.The Clayton house.  12 dollar tour worth every penny.  The house tour takes about one hour and really is fascinating.  Not a huge mansion.All in all just a nice place.,2024-05-17 12:07:09
14,olivia.garcia@yahoo.com,Brain and his team have done a ton of work for me and i have them do my parents house they are snow birds -  send him a text _ hay brain the flowers in front need some help our neighbors dog has been in them - the next day they are fresh and blooming when you come home - wow great service good price and nice guy to deal with,2024-05-18 00:25:19
5,michael341@gmail.com,"Awesome cheese steaks and friendly service, what more could you ask for",2024-05-19 00:05:35
293,michaeldavis@outlook.com,"Horrendous food - like someone who has never cooked before tried to recreate German delicacies using only their imagination and ingredients from the supermarket in the bad part of town.I ordered beef rouladen with cabbage and bacon, the beef was tough, the cabbage tasted like it came out of a can, and the brown sauce covering it all was like something the worst Chinese food restaurant in Nebraska would put on its chicken and broccoli. A floppy  uncooked piece of bacon found floating in this sauce was nausea inducing. The waiter, who could see how uncomfortable I was took it away and I ordered potato pancakes, feeling relatively confident that any restaurant can handle latkes. Another disaster - that I ate because I was two beers deep at that point - greasy, soggy giant discs of grated potato that had a raw taste and texture. If it weren't for the generous amount of sour cream and apple sauce - which I have to assume weren't made in house - I would have sent those back too. As is after eating their potato pancakes I went to another restaurant to have an actual meal, because I had been made joyless and despondent by Penn Brewery's failure to accomplish the most simple kitchen tasks. The beer is okay, not nearly as good as Church Brew Works and definitely not memorable considering the competitive landscape in the world of craft brewing - and I say that not even having traveled to that many breweryrestaurants, so even on its home turf Penn beer is forgettable. The service was appropriately apologetic considering the garbage plated that night and the space itself is well laid out and attractive. As is I would never go back, I might be tempted if I had strict assurances that the current management and culinary team were thrown out ala Kitchen Nightmares but even then I would need to see a good review. Thanks to the waiter in the white shorts who didn't charge me for the food, I hope you lead a coup and save the Penn Brewery from itself.",2024-05-19 01:51:21
181,lisa.williams@hotmail.com,"Ground Control, love the name and then you learn the tie-in with the Coffee and the Air Force ... it all makes sense.As to the place... very good coffee (love the Mayan Mocha) and the Gelato (Blood Orange for me thanks!) and even the food is certainly worth the repeat visit.  We have not really had any service issues, this is more of a ""sit & stay"" coffee house vs. grab & run from what I have seen so it does take a little longer.  We don't get wine so nothing to report there!Certainly worth the trip to try and come back again!",2024-05-19 20:43:45
134,ewilliams@gmail.com,"Brought up with a huge variety of Asian food, I do find it hard to be content with most of the Asian food I've had in Edinburgh (The boons and banes of being a Malaysian). Strolling down the street one day, with my other favourite kebab stores either out of reach or not open during the time, I made my way into Lanzeez Tandoori! NO REGRETS!!Slightly different from your average Edinburgh kebabs with mayonnaise and garlic sauce, Lanzeez has an Indian authenticity to it, which I enjoy.  The marinade of the kebabs has a herbal tinge coupled with an very aromatic Indian tandoori flavour. If my Indian friends say that the food tastes very Indian, enough said.  Smells great, tastes even better! Very affordable and other than its kebabs, has a wide selection pizzas options, biryani and other IndianPakistani type food. I particularly enjoy their maddenly sweet Gulap Jamun as a desert. Since then, I've visited the place a few times and always pleased. While service isn't quick since good food needs time for proper preparation, the people at the place are very cordial. I've always had a nice chat with the staff there (Specifically the lady boss) while waiting.When I am feeling lazy, their delivery option is good too.",2024-05-19 23:15:45
135,lisawilliams@gmail.com,"our little family( me,my husband, and our lil daughter) love love love this place.the soup is flavorful; it may not be spicy hot, but the joy of  good ingredients (yolks on those eggs..freshety- fresh broccoli...) and skillful, loving preparation is all there.whoever complained this not being ny- or tokyo- enough, i have to say this-- the whole experience strongly recalls honolulu( which has its very vibrant asian cuisine scene) .and the person who disagreed w noodles getting packed in separate container from the broth- have you ever tried to eat noodles soaked in broth for however long it takes for you to get hungry again someone actually took their time to separate said items thus preventing a soggy mess of broth and noodles.overall, place kicks some serious butt. the athmosphere and decor are sort of retro- romantic- dreamscape honoluluosaka escape from just about anywhere.thanks for being here, ramen bar !!!",2024-05-20 12:31:08
46,michael634@hotmail.com,Great not many choice on the menu but i can tell you for sure which ever you choose when you visit it will sure leave you asking for more. The staff are pleasant and very welcoming and the poutines are just great. Been more then 5 times and planning the next trip with some friends from the UK this summer!,2024-05-21 08:39:18
211,ewilliams@gmail.com,Some of the best coffee I've ever had.  Ever.Stick with an Italian Cappuccino and bring a good friend for some good conversation.,2024-05-21 18:08:43
29,lisa808@outlook.com,"Went here with my girlfriends last Saturday.  They were having a girls night event.  A small bar & desserts were included in the price.  It was $40 per person. We loved it!  We worked closely with a glass artist.  We didn't just watch, we were acutally doing it!  We made glass flowers, I can't wait to pick mine up!  (It takes a few days.)  I definitely recommend this as something different to do with friends or on a date! My one friend did a glass blowing event there & said that this was much more HANDS ON than the glass blowing was.",2024-05-22 01:00:43
128,emily348@protonmail.com,"I was craving meat jun, drove to the outdated address that was listed. The person who answered wasn't sympathetic at all. Paid $14 for 1 thin slice kalbi- almost see through, 1 piece BBQ chicken and 1 slice meat jun. I coulda got cheaper in Hawaii. I specifically asked for Koch-jun sauce which they did not give me in my to go plate, and no chopsticks- really!! If I could I would give this a negative 1 star for the entire experience. So shame an waste my time, gas, and money!",2024-05-23 03:00:56
138,jamesjohnson@yahoo.com,"This place had a lot of hype...one of the best rated restaurants in town. We were extremely disappointed. The service was terrible, we sat for about 15 minutes before we even had a menu and were asked if we wanted a drink. When we did finally get the menus we were extremely disappointed with what was supposed to be an extensive wine list. The wine list turned out to be rather weak with a small selection from each region - even France wasn't well represented. After another 15 minutes of waiting without any contact from the non existent server we walked out...and walked down the road to Chelseas...which was solid.",2024-05-24 11:04:25
281,egarcia@outlook.com,"Unmitigated Disaster - We will never be back again, and I would have to recommend (after this experience) for no one to go there either.Upon entering the restaurant, we were not so kindly greeted by a white haired woman at the front desk. Our reservation was for 7PM, and we got there at 6:55PM. The disgruntled lady tells us to sit in the lobby until it's closer to 7PM... Since when did showing up a few minutes early become a nuisance Moving forward, we headed towards the lobby to find eight people also waiting to be seated. A little unusual for a Tuesday night, but no big deal - until twenty minutes passed until we were finally seated. I understand that restaurants can get busy, but a simple ""I'm sorry for the wait"" would have gone a long way.There were two dining areas and we were placed in the larger room. Several tables were available, so I didn't understand the long wait. Anyway, there's an old-fashioned quality to this place... not good or bad. The chairs were uncomfortable and the carpet looked unkempt, but we were there for the food. We sampled the Duck Tamales.  Unfortunately, there was nothing special about this dish. It wasn't great, but it wasn't horrible either.  That was the highlight of the eveningWhile waiting for the main dishes to arrive, it got extremely cold in the restaurant. We hear the staff complaining about the temperature, and then we see another couple complaining to the host about how cold it was on their side of the room. Finally, dinner arrives... I ordered the wild boar cooked to medium rare. It tasted medium-well to well done. The waiter stated that this dish comes with five large medallions, but looking at the dish, there were thinly shaved bits of meat. This dish reminded me of the over-cooked roast beef that my dad used to make when we were kids (which I hated, by the way). My wife ordered the braised short ribs which tasted like something that came out of a microwave. She tells me, ""For the price of this meal, I'd rather eat a microwaveable meal."" I tried a piece of the short ribs thinking it couldn't be that bad... WRONG. The short ribs were chewy, stringy, and although it was covered in sauce, it was DRY. We hardly put a dent in our meal. While waiting for our missing waiter, we noticed that the restaurant was starting to get really warm - similar to a gym. We both started laughing at how horrible everything had been. We were finally able to flag down the waiter for our check. He never once asked us how our meal was - even after seeing our plates were more than half full. Anyway, the moral of the story is: Don't waste your money here. Or perhaps call in advance to make sure Vincent is working. While waiting for our car, the valet guy said, ""Vincent is on vacation. His food is phenomenal, but when he's not here, we hear customer complaints."" Maybe this guy is right, and Vincent's food is out-of-this-world; however, based on the service alone, I will not even bother coming back. No second chances for this place - no thanks!",2024-05-24 20:44:22
161,jbrown@yahoo.com,"Worst tofu scramble ever. Days old, cold, hard, inedible.  Sent it back and had no time to wait for another dish. I can't even believe that the server, let alone the  ""chef"" thought it appropriate to serve. Brought my 2 year old along, had to get a high chair, I'm able to do this just would have been nice if asked by server if we needed one.",2024-05-25 16:05:22
174,robert.johnson@outlook.com,Don't come here for Pho! It's not authentic and it's Chinese style trust me!!! But they do have good crispy fried chicken. This place is not a good authentic Vietnamese restaurant but it's an authentic Chinese restaurant. Try phu Thanh instead in mesa!! If u want good Vietnamese food,2024-05-25 18:50:11
